image_name,xmin,xmax,ymin,ymax,class_id
37_29_0_Dark_Blue_5_aug_703.png,37,430,279,715,32
30_17_5_Calendar_5_aug_222.png,44,415,261,603,32
32_17_3_Calendly_5_aug_439.png,283,654,321,719,32
30_3_12_Calendar_6_aug_251.png,34,426,222,607,32
35_2_0_Calendly_5_aug_646.png,251,607,330,719,32
33_8_2_Orange_5_aug_564.png,18,420,330,791,32
41_21_0_Pink_5_aug_918.png,39,430,388,817,32
30_5_5_Calendar_5_aug_256.png,4,387,237,573,32
32_27_3_Xai_5_aug_420.png,91,426,311,756,32
33_26_2_Calendar_5_aug_421.png,14,393,219,546,32
34_15_8_Dark_Blue_6_aug_494.png,26,418,359,794,32
27_36_8_Xai_5_aug_130.png,115,453,255,693,32
29_22_13_Red_6_aug_205.png,2,394,375,818,32
39_22_3_Calendly_6_aug_871.png,293,661,374,764,32
38_6_0_Calendar_5_aug_737.png,13,396,233,567,32
33_16_2_Xai_5_aug_468.png,116,452,329,769,32
31_1_11_Red_6_aug_319.png,1,410,309,754,32
36_18_0_Pink_5_aug_610.png,12,421,385,818,32
40_4_0_Calendly_5_aug_950.png,301,664,405,771,32
30_5_12_Calendly_6_aug_352.png,292,647,389,767,32
27_11_15_Calendar_6_aug_29.png,61,444,252,622,32
40_16_2_Dark_Blue_6_aug_856.png,1,387,291,719,32
38_2_0_Dark_Blue_5_aug_765.png,1,410,368,813,32
35_10_0_Calendar_5_aug_507.png,47,424,229,569,32
36_5_0_Pink_5_aug_642.png,1,402,381,837,32
27_9_8_Pink_5_aug_111.png,25,427,344,788,32
31_21_4_Dark_Blue_5_aug_328.png,25,428,326,774,32
36_12_6_Orange_6_aug_695.png,38,430,367,814,32
26_5_16_Red_6_aug_47.png,1,388,371,792,32
37_20_0_Pink_5_aug_676.png,31,430,325,755,32
35_16_0_Calendly_5_aug_616.png,285,647,376,755,32
41_29_0_Calendar_5_aug_907.png,42,417,247,574,32
58_1_Pink_aug_983.png,1,399,358,806,32
30_22_5_Red_5_aug_266.png,1,393,297,730,32
37_14_5_Red_6_aug_668.png,1,409,373,816,32
28_26_7_Xai_5_aug_179.png,79,428,267,722,32
28_47_7_Xai_5_aug_202.png,77,423,267,715,32
49_0_Red_aug_969.png,33,425,390,817,32
35_23_0_Orange_5_aug_658.png,11,402,324,752,32
29_28_13_Calendly_6_aug_282.png,264,645,395,780,32
41_24_0_Pink_5_aug_924.png,42,433,373,825,32
41_14_1_Orange_6_aug_999.png,1,393,394,832,32
39_27_0_Dark_Blue_5_aug_819.png,1,394,278,728,32
33_12_9_Orange_6_aug_515.png,1,395,309,767,32
41_7_1_Pink_6_aug_947.png,1,390,398,831,32
38_15_0_Calendar_5_aug_697.png,48,443,244,577,32
31_24_11_Calendar_6_aug_297.png,51,431,289,649,32
33_6_9_Orange_6_aug_561.png,1,401,368,800,32
38_27_4_Dark_Blue_6_aug_760.png,1,385,348,808,32
39_20_3_Pink_6_aug_797.png,30,430,385,835,32
39_20_0_Calendar_5_aug_769.png,25,410,293,628,32
36_4_6_Orange_6_aug_737.png,1,401,373,832,32
34_1_8_Orange_6_aug_591.png,1,385,313,745,32
30_20_5_Xai_5_aug_293.png,112,452,304,736,32
34_14_8_Calendar_6_aug_456.png,42,426,236,604,32
26_41_9_Xai_5_aug_76.png,96,439,234,655,32
30_8_12_Dark_Blue_6_aug_297.png,1,383,336,787,32
31_12_11_Dark_Blue_6_aug_307.png,24,409,329,768,32
38_53_0_Xai_5_aug_809.png,101,451,272,702,32
41_4_0_Pink_5_aug_940.png,1,393,377,819,32
27_10_8_Orange_5_aug_151.png,34,430,335,785,32
25_8_17_Calendly_6_aug_59.png,273,635,388,770,32
57_0_Calendly_aug_1050.png,253,609,349,742,32
41_27_1_Red_6_aug_936.png,1,391,351,794,32
27_20_8_Orange_5_aug_173.png,1,403,325,769,32
34_19_8_Red_6_aug_498.png,1,387,307,739,32
41_22_1_Calendar_6_aug_894.png,43,433,268,645,32
30_18_12_Calendar_6_aug_223.png,48,426,242,609,32
63_0_Calendar_aug_965.png,7,391,219,553,32
31_19_4_Red_5_aug_318.png,9,425,369,799,32
36_43_0_Xai_5_aug_678.png,90,445,247,682,32
29_1_6_Red_5_aug_200.png,11,429,315,762,32
